date,price
2010-10-15,3806.109
2010-10-18,3776.537
2010-10-19,3864.943
2010-10-20,3886.301
2010-10-21,3875.266
2010-10-22,3887.606
2010-10-25,3999.971
2010-10-26,3996.745
2010-10-27,3932.945
2010-10-28,3928.615
2010-10-29,3924.724
2010-11-01,4033.721
2010-11-02,4019.899
2010-11-03,3968.083
2010-11-04,4045.986
2010-11-05,4097.457
2010-11-08,4145.399
2010-11-09,4131.664
2010-11-10,4113.731
2010-11-11,4114.06
2010-11-12,3860.229
2010-11-15,3909.112
2010-11-16,3746.503
2010-11-17,3647.206
2010-11-18,3700.513
2010-11-19,3757.039
2010-11-22,3765.153
2010-11-23,3691.854
2010-11-24,3780.726
2010-11-25,3831.469
2010-11-26,3800.37
2010-11-29,3800.493
2010-11-30,3727.084
2010-12-01,3727.459
2010-12-02,3748.189
2010-12-03,3743.191
2010-12-06,3732.671
2010-12-07,3776.28
2010-12-08,3748.869
2010-12-09,3685.981
2010-12-10,3734.144
2010-12-13,3847.521
2010-12-14,3867.853
2010-12-15,3846.391
2010-12-16,3829.009
2010-12-17,3827.026
2010-12-20,3773.555
2010-12-21,3846.402
2010-12-22,3807.399
2010-12-23,3763.139
2010-12-24,3725.359
2010-12-27,3642.374
2010-12-28,3571.259
2010-12-29,3602.32
2010-12-30,3607.486
2010-12-31,3684.461
2011-01-04,3752.328
2011-01-05,3743.775
2011-01-06,3724.463
2011-01-07,3725.18
2011-01-10,3645.776
2011-01-11,3654.952
2011-01-12,3675.72
2011-01-13,3673.438
2011-01-14,3610.111
2011-01-17,3468.057
2011-01-18,3474.334
2011-01-19,3554.105
2011-01-20,3434.002
2011-01-21,3473.134
2011-01-24,3426.252
2011-01-25,3401.44
2011-01-26,3452.372
2011-01-27,3509.373
2011-01-28,3527.362
2011-01-31,3574.182
2011-02-01,3578.83
2011-02-09,3543.402
2011-02-10,3622.803
2011-02-11,3647.899
2011-02-14,3749.633
2011-02-15,3747.801
2011-02-16,3791.068
2011-02-17,3795.849
2011-02-18,3757.312
2011-02-21,3817.354
2011-02-22,3709.406
2011-02-23,3732.98
2011-02-24,3756.715
2011-02-25,3763.48
2011-02-28,3812.118
2011-03-01,3830.791
2011-03-02,3818.087
2011-03-03,3779.432
2011-03-04,3833.318
2011-03-07,3902.438
2011-03-08,3910.514
2011-03-09,3914.872
2011-03-10,3856.849
2011-03-11,3827.844
2011-03-14,3851.346
2011-03-15,3788.828
2011-03-16,3840.568
2011-03-17,3777.446
2011-03-18,3798.018
2011-03-21,3782.415
2011-03-22,3795.98
2011-03-23,3846.073
2011-03-24,3837.221
2011-03-25,3883.0
2011-03-28,3877.057
2011-03-29,3831.226
2011-03-30,3820.198
2011-03-31,3779.459
2011-04-01,3835.007
2011-04-06,3866.51
2011-04-07,3884.461
2011-04-08,3921.246
2011-04-11,3895.71
2011-04-12,3891.466
2011-04-13,3940.609
2011-04-14,3922.022
2011-04-15,3929.008
2011-04-18,3932.822
2011-04-19,3865.565
2011-04-20,3872.834
2011-04-21,3898.933
2011-04-22,3879.419
2011-04-25,3813.845
2011-04-26,3780.923
2011-04-27,3751.001
2011-04-28,3678.094
2011-04-29,3721.3
2011-05-03,3754.025
2011-05-04,3662.159
2011-05-05,3662.201
2011-05-06,3662.88
2011-05-09,3678.188
2011-05-10,3704.239
2011-05-11,3699.756
2011-05-12,3649.376
2011-05-13,3680.348
2011-05-16,3656.405
2011-05-17,3664.663
2011-05-18,3691.409
2011-05-19,3670.135
2011-05-20,3667.724
2011-05-23,3545.849
2011-05-24,3547.355
2011-05-25,3505.786
2011-05-26,3486.4
2011-05-27,3444.858
2011-05-30,3420.751
2011-05-31,3481.81
2011-06-01,3494.108
2011-06-02,3440.363
2011-06-03,3483.761
2011-06-07,3507.898
2011-06-08,3515.015
2011-06-09,3446.862
2011-06-10,3460.587
2011-06-13,3453.274
2011-06-14,3505.509
2011-06-15,3472.557
2011-06-16,3415.582
2011-06-17,3380.894
2011-06-20,3354.849
2011-06-21,3397.325
2011-06-22,3394.003
2011-06-23,3454.627
2011-06-24,3538.6
2011-06-27,3558.309
2011-06-28,3564.41
2011-06-29,3516.729
2011-06-30,3568.584
2011-07-01,3579.787
2011-07-04,3666.151
2011-07-05,3673.403
2011-07-06,3668.417
2011-07-07,3658.355
2011-07-08,3664.461
2011-07-11,3676.784
2011-07-12,3614.31
2011-07-13,3676.481
2011-07-14,3693.317
2011-07-15,3711.293
2011-07-18,3705.919
2011-07-19,3672.004
2011-07-20,3670.003
2011-07-21,3629.406
2011-07-22,3640.597
2011-07-25,3516.048
2011-07-26,3528.291
2011-07-27,3563.246
2011-07-28,3540.771
2011-07-29,3522.571
2011-08-01,3530.976
2011-08-02,3505.599
2011-08-03,3507.188
2011-08-04,3516.843
2011-08-05,3443.816
2011-08-08,3307.779
2011-08-09,3308.779
2011-08-10,3343.791
2011-08-11,3396.351
2011-08-12,3414.255
2011-08-15,3464.637
2011-08-16,3439.236
2011-08-17,3425.292
2011-08-18,3364.59
2011-08-19,3333.16
2011-08-22,3300.85
2011-08-23,3353.12
2011-08-24,3342.24
2011-08-25,3442.62
2011-08-26,3442.4
2011-08-29,3392.09
2011-08-30,3374.69
2011-08-31,3374.81
2011-09-01,3356.99
2011-09-02,3320.38
2011-09-05,3246.48
2011-09-06,3221.91
2011-09-07,3291.0
2011-09-08,3261.65
2011-09-09,3251.95
2011-09-13,3211.09
2011-09-14,3231.92
2011-09-15,3229.34
2011-09-16,3233.51
2011-09-19,3169.27
2011-09-20,3182.64
2011-09-21,3278.26
2011-09-22,3179.0
2011-09-23,3158.04
2011-09-26,3093.62
2011-09-27,3120.52
2011-09-28,3082.92
2011-09-29,3037.5
2011-09-30,3028.67
2011-10-10,3002.62
2011-10-11,2995.23
2011-10-12,3102.88
2011-10-13,3128.84
2011-10-14,3117.79
2011-10-17,3131.68
2011-10-18,3042.29
2011-10-19,3029.75
2011-10-20,2952.28
2011-10-21,2927.37
2011-10-24,3000.48
2011-10-25,3064.42
2011-10-26,3095.65
2011-10-27,3101.66
2011-10-28,3164.71
2011-10-31,3156.91
2011-11-01,3158.94
2011-11-02,3212.77
2011-11-03,3219.45
2011-11-04,3243.16
2011-11-07,3215.88
2011-11-08,3196.9
2011-11-09,3231.58
2011-11-10,3173.75
2011-11-11,3169.37
2011-11-14,3237.15
2011-11-15,3239.01
2011-11-16,3152.95
2011-11-17,3144.11
2011-11-18,3072.25
2011-11-21,3075.71
2011-11-22,3073.77
2011-11-23,3048.49
2011-11-24,3051.27
2011-11-25,3029.93
2011-11-28,3033.76
2011-11-29,3077.68
2011-11-30,2969.36
2011-12-01,3039.05
2011-12-02,2999.99
2011-12-05,2943.5
2011-12-06,2939.01
2011-12-07,2951.46
2011-12-08,2948.24
2011-12-09,2922.14
2011-12-12,2890.04
2011-12-13,2816.07
2011-12-14,2781.25
2011-12-15,2712.88
2011-12-16,2775.59
2011-12-19,2772.14
2011-12-20,2763.72
2011-12-21,2714.07
2011-12-22,2707.21
2011-12-23,2728.54
2011-12-26,2704.18
2011-12-27,2660.51
2011-12-28,2659.66
2011-12-29,2662.61
2011-12-30,2704.61
2012-01-04,2648.6
2012-01-05,2605.32
2012-01-06,2620.38
2012-01-09,2713.656
2012-01-10,2809.08
2012-01-11,2799.113
2012-01-12,2798.586
2012-01-13,2740.32
2012-01-16,2677.06
2012-01-17,2812.468
2012-01-18,2765.451
2012-01-19,2812.347
2012-01-20,2852.556
2012-01-30,2810.059
2012-01-31,2813.566
2012-02-01,2777.11
2012-02-02,2839.521
2012-02-03,2867.91
2012-02-06,2872.292
2012-02-07,2820.647
2012-02-08,2899.826
2012-02-09,2905.604
2012-02-10,2913.144
2012-02-13,2918.098
2012-02-14,2910.447
2012-02-15,2945.227
2012-02-16,2933.236
2012-02-17,2931.748
2012-02-20,2936.751
2012-02-21,2964.56
2012-02-22,3009.366
2012-02-23,3019.42
2012-02-24,3067.123
2012-02-27,3076.097
2012-02-28,3077.452
2012-02-29,3042.785
2012-03-01,3046.022
2012-03-02,3102.531
2012-03-05,3088.289
2012-03-06,3044.338
2012-03-07,3022.977
2012-03-08,3063.49
2012-03-09,3099.702
2012-03-12,3095.698
2012-03-13,3126.832
2012-03-14,3025.153
2012-03-15,2999.002
2012-03-16,3051.798
2012-03-19,3066.142
2012-03-20,3009.582
2012-03-21,3015.275
2012-03-22,3008.203
2012-03-23,2966.772
2012-03-26,2968.259
2012-03-27,2958.318
2012-03-28,2862.493
2012-03-29,2821.894
2012-03-30,2830.393
2012-04-05,2904.072
2012-04-06,2914.706
2012-04-09,2884.886
2012-04-10,2914.695
2012-04-11,2917.495
2012-04-12,2976.555
2012-04-13,2992.291
2012-04-16,2988.813
2012-04-17,2949.883
2012-04-18,3017.226
2012-04-19,3012.216
2012-04-20,3045.511
2012-04-23,3018.475
2012-04-24,3012.799
2012-04-25,3041.838
2012-04-26,3043.042
2012-04-27,3031.27
2012-05-02,3092.142
2012-05-03,3102.298
2012-05-04,3128.748
2012-05-07,3137.158
2012-05-08,3129.446
2012-05-09,3071.209
2012-05-10,3073.997
2012-05-11,3053.365
2012-05-14,3033.727
2012-05-15,3034.747
2012-05-16,2988.895
2012-05-17,3034.222
2012-05-18,2988.048
2012-05-21,2999.399
2012-05-22,3046.369
2012-05-23,3036.762
2012-05-24,3011.917
2012-05-25,2984.249
2012-05-28,3031.774
2012-05-29,3075.295
2012-05-30,3069.131
2012-05-31,3062.775
2012-06-01,3062.223
2012-06-04,2972.887
2012-06-05,2972.293
2012-06-06,2967.857
2012-06-07,2953.612
2012-06-08,2935.647
2012-06-11,2981.309
2012-06-12,2962.404
2012-06-13,3012.108
2012-06-14,2991.874
2012-06-15,2998.639
2012-06-18,3018.318
2012-06-19,2993.696
2012-06-20,2985.228
2012-06-21,2940.938
2012-06-25,2874.065
2012-06-26,2876.788
2012-06-27,2867.328
2012-06-28,2838.958
2012-06-29,2879.595
2012-07-02,2891.452
2012-07-03,2896.063
2012-07-04,2889.343
2012-07-05,2844.553
2012-07-06,2896.955
2012-07-09,2829.859
2012-07-10,2815.242
2012-07-11,2840.369
2012-07-12,2871.188
2012-07-13,2869.968
2012-07-16,2800.435
2012-07-17,2818.289
2012-07-18,2822.497
2012-07-19,2840.804
2012-07-20,2813.428
2012-07-23,2777.842
2012-07-24,2791.951
2012-07-25,2772.079
2012-07-26,2754.9
2012-07-27,2752.647
2012-07-30,2727.661
2012-07-31,2713.305
2012-08-01,2747.723
2012-08-02,2723.941
2012-08-03,2754.172
2012-08-06,2798.304
2012-08-07,2807.488
2012-08-08,2806.405
2012-08-09,2835.781
2012-08-10,2823.354
2012-08-13,2765.373
2012-08-14,2776.283
2012-08-15,2745.838
2012-08-16,2730.438
2012-08-17,2725.534
2012-08-20,2715.758
2012-08-21,2735.778
2012-08-22,2713.683
2012-08-23,2724.007
2012-08-24,2687.803
2012-08-27,2629.035
2012-08-28,2641.564
2012-08-29,2616.21
2012-08-30,2602.993
2012-08-31,2599.236
2012-09-03,2634.013
2012-09-04,2605.472
2012-09-05,2604.881
2012-09-06,2628.198
2012-09-07,2740.372
2012-09-10,2754.72
2012-09-11,2738.818
2012-09-12,2751.387
2012-09-13,2722.639
2012-09-14,2739.626
2012-09-17,2668.829
2012-09-18,2645.484
2012-09-19,2661.695
2012-09-20,2597.814
2012-09-21,2596.958
2012-09-24,2616.374
2012-09-25,2606.994
2012-09-26,2570.013
2012-09-27,2643.588
2012-09-28,2692.417
2012-10-08,2668.553
2012-10-09,2729.886
2012-10-10,2739.767
2012-10-11,2710.618
2012-10-12,2710.845
2012-10-15,2698.738
2012-10-16,2703.722
2012-10-17,2707.606
2012-10-18,2750.053
2012-10-19,2745.057
2012-10-22,2755.832
2012-10-23,2721.559
2012-10-24,2717.496
2012-10-25,2696.315
2012-10-26,2644.944
2012-10-29,2633.322
2012-10-30,2637.265
2012-10-31,2652.078
2012-11-01,2702.648
2012-11-02,2714.945
2012-11-05,2707.703
2012-11-06,2694.599
2012-11-07,2689.574
2012-11-08,2635.91
2012-11-09,2629.397
2012-11-12,2643.054
2012-11-13,2594.912
2012-11-14,2606.273
2012-11-15,2568.977
2012-11-16,2550.789
2012-11-19,2550.201
2012-11-20,2538.768
2012-11-21,2571.825
2012-11-22,2548.207
2012-11-23,2563.792
2012-11-26,2541.444
2012-11-27,2497.653
2012-11-28,2465.6
2012-11-29,2448.233
2012-11-30,2478.221
2012-12-03,2437.067
2012-12-04,2464.183
2012-12-05,2553.133
2012-12-06,2548.951
2012-12-07,2600.769
2012-12-10,2632.977
2012-12-11,2617.697
2012-12-12,2626.127
2012-12-13,2595.768
2012-12-14,2721.617
2012-12-17,2736.478
2012-12-18,2736.669
2012-12-19,2741.872
2012-12-20,2756.068
2012-12-21,2743.071
2012-12-24,2754.657
2012-12-25,2829.005
2012-12-26,2845.264
2012-12-27,2827.73
2012-12-28,2866.571
2012-12-31,2913.051
2013-01-04,2910.815
2013-01-07,2927.213
2013-01-08,2925.469
2013-01-09,2927.777
2013-01-10,2936.041
2013-01-11,2876.621
2013-01-14,2983.893
2013-01-15,3013.348
2013-01-16,2996.556
2013-01-17,2966.259
2013-01-18,3015.782
2013-01-21,3034.918
2013-01-22,3011.213
2013-01-23,3021.916
2013-01-24,2985.365
2013-01-25,2974.323
2013-01-28,3063.215
2013-01-29,3091.242
2013-01-30,3106.352
2013-01-31,3100.507
2013-02-01,3156.586
2013-02-04,3156.1
2013-02-05,3184.524
2013-02-06,3193.019
2013-02-07,3181.411
2013-02-08,3202.237
2013-02-18,3175.48
2013-02-19,3115.781
2013-02-20,3145.874
2013-02-21,3048.494
2013-02-22,3033.628
2013-02-25,3048.979
2013-02-26,3004.657
2013-02-27,3029.402
2013-02-28,3114.22
2013-03-01,3118.289
2013-03-04,2982.196
2013-03-05,3067.007
2013-03-06,3102.747
2013-03-07,3066.389
2013-03-08,3047.308
2013-03-11,3034.473
2013-03-12,2983.547
2013-03-13,2952.016
2013-03-14,2961.197
2013-03-15,2967.48
2013-03-18,2925.213
2013-03-19,2947.778
2013-03-20,3041.841
2013-03-21,3053.714
2013-03-22,3059.677
2013-03-25,3052.729
2013-03-26,3013.76
2013-03-27,3023.049
2013-03-28,2927.033
2013-03-29,2922.953
2013-04-01,2926.02
2013-04-02,2911.408
2013-04-03,2902.642
2013-04-08,2895.387
2013-04-09,2917.381
2013-04-10,2912.282
2013-04-11,2902.901
2013-04-12,2883.187
2013-04-15,2851.086
2013-04-16,2878.755
2013-04-17,2883.728
2013-04-18,2891.598
2013-04-19,2967.814
2013-04-22,2968.41
2013-04-23,2876.745
2013-04-24,2931.693
2013-04-25,2896.267
2013-04-26,2865.259
2013-05-02,2870.483
2013-05-03,2922.84
2013-05-06,2965.642
2013-05-07,2970.675
2013-05-08,2988.74
2013-05-09,2975.856
2013-05-10,2991.97
2013-05-13,2985.719
2013-05-14,2944.124
2013-05-15,2966.052
2013-05-16,3015.834
2013-05-17,3062.442
2013-05-20,3088.278
2013-05-21,3102.938
2013-05-22,3100.1
2013-05-23,3063.183
2013-05-24,3088.167
2013-05-27,3098.434
2013-05-28,3140.305
2013-05-29,3144.548
2013-05-30,3139.297
2013-05-31,3109.984
2013-06-03,3104.746
2013-06-04,3056.951
2013-06-05,3056.563
2013-06-06,3015.242
2013-06-07,2964.08
2013-06-13,2872.078
2013-06-14,2901.886
2013-06-17,2892.365
2013-06-18,2909.81
2013-06-19,2890.24
2013-06-20,2795.318
2013-06-21,2789.506
2013-06-24,2614.552
2013-06-25,2606.955
2013-06-26,2625.1
2013-06-27,2609.281
2013-06-28,2647.911
2013-07-01,2674.541
2013-07-02,2693.521
2013-07-03,2680.235
2013-07-04,2702.956
2013-07-05,2704.531
2013-07-08,2622.609
2013-07-09,2625.845
2013-07-10,2702.577
2013-07-11,2819.182
2013-07-12,2766.524
2013-07-15,2809.746
2013-07-16,2828.34
2013-07-17,2786.636
2013-07-18,2752.352
2013-07-19,2684.887
2013-07-22,2711.456
2013-07-23,2786.527
2013-07-24,2776.626
2013-07-25,2753.232
2013-07-26,2740.24
2013-07-29,2682.765
2013-07-30,2691.923
2013-07-31,2699.753
2013-08-01,2765.984
2013-08-02,2770.341
2013-08-05,2810.868
2013-08-06,2832.853
2013-08-07,2813.891
2013-08-08,2813.252
2013-08-09,2824.609
2013-08-12,2897.388
2013-08-13,2907.078
2013-08-14,2895.033
2013-08-15,2859.899
2013-08-16,2828.559
2013-08-19,2864.889
2013-08-20,2845.757
2013-08-21,2848.086
2013-08-22,2846.043
2013-08-23,2828.77
2013-08-26,2888.664
2013-08-27,2899.275
2013-08-28,2881.896
2013-08-29,2872.408
2013-08-30,2860.872
2013-09-02,2872.005
2013-09-03,2914.404
2013-09-04,2913.036
2013-09-05,2906.317
2013-09-06,2927.14
2013-09-09,3010.88
2013-09-10,3052.071
2013-09-11,3051.953
2013-09-12,3077.106
2013-09-13,3061.076
2013-09-16,3052.338
2013-09-17,2991.796
2013-09-18,3003.818
2013-09-23,3055.983
2013-09-24,3030.754
2013-09-25,3014.245
2013-09-26,2956.965
2013-09-27,2969.568
2013-09-30,2992.625
2013-10-08,3035.894
2013-10-09,3055.401
2013-10-10,3028.875
2013-10-11,3078.43
2013-10-14,3090.522
2013-10-15,3087.087
2013-10-16,3022.333
2013-10-17,3013.711
2013-10-18,3028.183
2013-10-21,3089.615
2013-10-22,3057.69
2013-10-23,3011.859
2013-10-24,2990.104
2013-10-25,2945.345
2013-10-28,2940.342
2013-10-29,2924.704
2013-10-30,2969.444
2013-10-31,2928.249
2013-11-01,2936.252
2013-11-04,2937.332
2013-11-05,2950.335
2013-11-06,2914.4867
2013-11-07,2892.0115
2013-11-08,2850.9607
2013-11-11,2861.4634
2013-11-12,2890.5938
2013-11-13,2829.0986
2013-11-14,2853.8533
2013-11-15,2911.7546
2013-11-18,3001.9348
2013-11-19,2989.1165
2013-11-20,3008.4872
2013-11-21,2992.1953
2013-11-22,2976.5812
2013-11-25,2967.4216
2013-11-26,2967.5392
2013-11-27,3001.2784
2013-11-28,3030.9083
2013-11-29,3035.1807
2013-12-02,2981.1622
2013-12-03,3021.2025
2013-12-04,3065.6541
2013-12-05,3058.4279
2013-12-06,3041.829
2013-12-09,3046.3893
2013-12-10,3049.1992
2013-12-11,3003.1654
2013-12-12,3002.7094
2013-12-13,3001.3301
2013-12-16,2952.1469
2013-12-17,2936.7899
2013-12-18,2937.5799
2013-12-19,2906.9276
2013-12-20,2847.2258
2013-12-23,2852.3703
2013-12-24,2860.8623
2013-12-25,2884.3046
2013-12-26,2834.6122
2013-12-27,2881.2806
2013-12-30,2879.9693
2013-12-31,2911.4369
2014-01-02,2907.6869
2014-01-03,2872.5858
