feature_mode,decode_mode,ann_return,ann_vol,sharpe,calmar,max_dd,turnover_rate
z_vol,causal_walkforward,0.0033918097209779514,0.13908626604774765,0.024386374135700495,0.008346342639445416,-0.40638275559740555,0.041341837939995275
z_only,causal_walkforward,0.05380457007553215,0.08971644365085668,0.5997180437169323,0.30466231379063696,-0.17660395670895646,0.382471060713442
