mode,executable,ann_return,ann_vol,sharpe,calmar,max_dd,n_rebalances,turnover_rate
smoothed_viterbi,False,0.04054237819188669,0.11691576493797255,0.346765709597809,0.10820973567821836,-0.37466479275438713,110,0.025986298133711314
filtered_forward,True,0.030780571230497406,0.12213902687593632,0.252012579580833,0.07567866747685588,-0.4067271829265592,139,0.03283723127805339
