feature_mode,decode_mode,ann_return,ann_vol,sharpe,calmar,max_dd,turnover_rate
z_vol,smoothed,0.04054237819188669,0.11691576493797255,0.346765709597809,0.10820973567821836,-0.37466479275438713,0.025986298133711314
z_vol,filtered,0.042571833605872196,0.13941595225587136,0.30535841069133696,0.10719152502803364,-0.3971567117338656,0.03283723127805339
z_only,smoothed,0.17000508576756945,0.06130231912652923,2.773224376987688,9.198891759224553,-0.01848103991408423,0.20363808173871958
z_only,filtered,0.07402152667830664,0.07781203086761743,0.9512863994546085,0.4378731888190481,-0.16904786264247884,0.18781006378454995
