regime,age,hazard_negbinom,hazard_geometric,remaining_negbinom,remaining_geometric
sideways,71,0.018958016064349797,0.013924050632935942,46.21371054611669,71.81818181472714
sideways,72,0.019058831561112332,0.01392405063293629,46.09217351747174,71.81818181468017
sideways,73,0.019157816526481446,0.013924050632936641,45.97291417237375,71.81818181463257
sideways,74,0.01925501963734621,0.013924050632936998,45.85586984676071,71.81818181458432
sideways,75,0.019350487888783813,0.013924050632937363,45.740980128763454,71.81818181453541
sideways,76,0.019444266664596827,0.01392405063293773,45.62818675953793,71.81818181448584
sideways,77,0.019536399804422695,0.013924050632938103,45.5174335392316,71.81818181443559
sideways,78,0.019626929667601465,0.01392405063293848,45.40866623778009,71.81818181438467
sideways,79,0.019715897193976487,0.013924050632938867,45.30183251025094,71.81818181433303
sideways,80,0.019803341961793227,0.013924050632939252,45.196881816469244,71.81818181428075
sideways,81,0.019889302242851046,0.013924050632939645,45.09376534467773,71.81818181422771
sideways,82,0.01997381505505434,0.013924050632940044,44.9924359389997,71.81818181417397
sideways,83,0.020056916212500858,0.01392405063294045,44.89284803048773,71.8181818141195
sideways,84,0.02013864037323713,0.01392405063294086,44.7949575715557,71.81818181406427
sideways,85,0.02021902108480329,0.013924050632941278,44.698721973603746,71.81818181400831
sideways,86,0.02029809082768263,0.013924050632941703,44.60410004765816,71.8181818139516
sideways,87,0.02037588105676495,0.01392405063294213,44.51105194785923,71.81818181389411
sideways,88,0.020452422240926152,0.013924050632942565,44.41953911764055,71.81818181383582
sideways,89,0.02052774390082074,0.013924050632943007,44.329524238452734,71.81818181377676
sideways,90,0.02060187464497885,0.013924050632943451,44.24097118089364,71.81818181371689
sideways,91,0.02067484220429392,0.013924050632943908,44.15384495811552,71.81818181365621
sideways,92,0.020746673464982074,0.013924050632944367,44.068111681387634,71.81818181359469
sideways,93,0.020817394500090576,0.013924050632944832,43.98373851769941,71.81818181353238
sideways,94,0.02088703059962741,0.01392405063294531,43.90069364929716,71.81818181346918
sideways,95,0.02095560629938098,0.013924050632945786,43.81894623505265,71.81818181340515
sideways,96,0.021023145408494138,0.013924050632946272,43.73846637356872,71.81818181334025
sideways,97,0.021089671035854504,0.013924050632946765,43.65922506793172,71.81818181327446
sideways,98,0.02115520561535828,0.013924050632947266,43.58119419202692,71.81818181320777
sideways,99,0.021219770930102792,0.013924050632947771,43.50434645833665,71.81818181314017
sideways,100,0.021283388135559248,0.013924050632948284,43.42865538714673,71.81818181307167
sideways,101,0.021346077781774917,0.013924050632948808,43.35409527708998,71.81818181300223
sideways,102,0.021407859834650905,0.013924050632949337,43.28064117696017,71.81818181293185
sideways,103,0.021468753696339733,0.013924050632949873,43.20826885873354,71.81818181286053
sideways,104,0.021528778224804087,0.013924050632950416,43.13695479173828,71.81818181278825
sideways,105,0.021587951752576173,0.013924050632950966,43.06667611791566,71.81818181271497
sideways,106,0.021646292104755084,0.013924050632951527,42.99741062812006,71.81818181264069
sideways,107,0.021703816616277592,0.013924050632952094,42.929136739407255,71.81818181256538
sideways,108,0.021760542148495834,0.013924050632952668,42.86183347326403,71.8181818124891
sideways,109,0.02181648510509364,0.013924050632953254,42.79548043473372,71.81818181241177
sideways,110,0.021871661447372005,0.01392405063295384,42.730057792395634,71.81818181233336
sideways,111,0.021926086708932063,0.013924050632954443,42.66554625915788,71.81818181225393
sideways,112,0.021979776009782796,0.013924050632955052,42.60192707382567,71.81818181217339
sideways,113,0.022032744069899395,0.013924050632955669,42.539181983409,71.81818181209178
sideways,114,0.022085005222256846,0.013924050632956295,42.477293226135544,71.81818181200907
sideways,115,0.022136573425361825,0.01392405063295693,42.41624351513638,71.81818181192521
sideways,116,0.022187462275305058,0.013924050632957574,42.35601602277389,71.81818181184023
sideways,117,0.02223768501735565,0.013924050632958226,42.29659436558258,71.81818181175407
sideways,118,0.022287254557116595,0.013924050632958887,42.23796258979533,71.81818181166679
sideways,119,0.022336183471261133,0.013924050632959558,42.18010515742873,71.8181818115783
sideways,120,0.022384484017867905,0.013924050632960238,42.12300693290283,71.81818181148861
sideways,121,0.022432168146371965,0.01392405063296093,42.06665317017122,71.81818181139772
sideways,122,0.022479247507148088,0.013924050632961631,42.011029500339454,71.81818181130558
sideways,123,0.02252573346074209,0.01392405063296234,41.956121919750146,71.81818181121218
sideways,124,0.02257163708676507,0.01392405063296306,41.90191677851461,71.81818181111754
sideways,125,0.022616969192464403,0.013924050632963791,41.84840076947166,71.81818181102159
sideways,126,0.022661740320985356,0.013924050632964528,41.79556091755522,71.81818181092434
sideways,127,0.02270596075933599,0.013924050632965283,41.74338456955336,71.8181818108258
sideways,128,0.022749640546067564,0.013924050632966043,41.69185938424206,71.81818181072592
sideways,129,0.02279278947868225,0.013924050632966816,41.64097332287785,71.81818181062467
sideways,130,0.02283541712077924,0.013924050632967597,41.59071464003432,71.81818181052206
sideways,131,0.022877532808949795,0.013924050632968392,41.54107187476828,71.81818181041804
sideways,132,0.022919145659431615,0.013924050632969198,41.49203384210148,71.81818181031262
sideways,133,0.022960264574531875,0.013924050632970015,41.44358962480532,71.81818181020579
sideways,134,0.02300089824882863,0.013924050632970846,41.395728565475956,71.81818181009749
sideways,135,0.023041055175158767,0.013924050632971684,41.34844025888775,71.81818180998772
sideways,136,0.02308074365040167,0.01392405063297254,41.30171454461405,71.81818180987646
sideways,137,0.023119971781066145,0.013924050632973401,41.255541499904446,71.81818180976373
sideways,138,0.023158747488688413,0.013924050632974281,41.20991143280806,71.81818180964943
